level,-kappa-0.01_pressure_bar,-kappa-0.01_NH3_mean,-kappa-0.01_NH3_std,-kappa-0.01_NH3_s__mean,-kappa-0.01_NH3_s__std,-kappa-0.01_NH3_s_p__mean,-kappa-0.01_NH3_s_p__std,-kappa-0.1_pressure_bar,-kappa-0.1_NH3_mean,-kappa-0.1_NH3_std,-kappa-0.1_NH3_s__mean,-kappa-0.1_NH3_s__std,-kappa-0.1_NH3_s_p__mean,-kappa-0.1_NH3_s_p__std,-kappa-1.0_pressure_bar,-kappa-1.0_NH3_mean,-kappa-1.0_NH3_std,-kappa-1.0_NH3_s__mean,-kappa-1.0_NH3_s__std,-kappa-1.0_NH3_s_p__mean,-kappa-1.0_NH3_s_p__std
67,6.04604580196875,0.0038932735991640947,0.0002538452181329719,0.0,0.0,6.36854817922e-08,7.691700909368102e-08,6.04782827069375,0.003755641782542225,0.0002897562893107385,0.0,0.0,5.731470701396747e-08,4.9098298616090655e-08,6.055648743221875,0.003635314807971008,0.0005186817837673355,0.0,0.0,3.4306526742048135e-08,5.000044739819308e-08
68,5.67200353108125,0.003136966764992103,0.0002969918180685896,0.0,0.0,1.5237457596601686e-07,1.820357425622244e-07,5.673545684806251,0.0032093281379656402,0.0001948299594705845,0.0,0.0,1.429609730231131e-07,1.1739255973563937e-07,5.681002348093751,0.0029904145511676326,0.0004490947825498394,0.0,0.0,8.610549441648935e-08,1.1340017890883449e-07
69,5.315333664840625,0.002464640502912225,0.0003252845672857461,0.0,0.0,2.0612974593144064e-07,2.3032078799797248e-07,5.316774360753126,0.002433062600750127,0.0001920816013911617,0.0,0.0,1.7600409223705332e-07,1.470844547939286e-07,5.323804156706251,0.0022687119484995494,0.0002443982711451787,0.0,0.0,1.2060426742298515e-07,1.6280398321090678e-07
70,4.975304351623437,0.002109513995851157,0.0002822665358728804,0.0,0.0,2.2743604069956222e-07,2.497681737325384e-07,4.976783503178125,0.0019363798291917192,0.00017240914861139,0.0,0.0,1.9036853663202328e-07,1.602881834228643e-07,4.98335375144375,0.0018754306111985351,0.00019394440757983516,0.0,0.0,1.4120948986669852e-07,1.921773685827909e-07
71,4.6512546837890625,0.001925926083124068,0.00023852245823275626,0.0,0.0,2.3878723093986256e-07,2.625046743136264e-07,4.652857015593749,0.001695327214046265,0.0001480092796944533,0.0,0.0,1.9986863051622622e-07,1.6841900082477352e-07,4.658972562715625,0.0017287277698941762,0.00017912276218019784,0.0,0.0,1.4841584047612108e-07,2.0196866771534014e-07
72,4.342638660451563,0.001785977260012296,0.0002215510683343005,0.0,0.0,2.508652862795787e-07,2.759463310108634e-07,4.34440820383125,0.0015556613197509432,0.000132985290748803,0.0,0.0,2.09991183688888e-07,1.7708305880642595e-07,4.350100964121875,0.001642370074831415,0.00016776960566531007,0.0,0.0,1.5592483835468002e-07,2.1227943144907952e-07
73,4.048974019882812,0.001632985106008273,0.00023536710370559652,0.0,0.0,2.6379343431550503e-07,2.9032772999640657e-07,4.050931227270312,0.0014590538509213365,0.00012631702582976512,0.0,0.0,2.208170537225216e-07,1.8635513012234973e-07,4.056254741182813,0.0015466697860122077,0.00018435605639775877,0.0,0.0,1.6396752390240997e-07,2.2332119042411627e-07
74,3.7698050786609376,0.0014493400149748778,0.0002636306567348221,0.0,0.0,2.7766561230965956e-07,3.057638382034893e-07,3.7719508047500003,0.0013790723000635626,0.00012101796001606187,0.0,0.0,2.3241983502432175e-07,1.9630097965890874e-07,3.776971521278125,0.0014155857327298146,0.00021895502386173673,0.0,0.0,1.7259503925228916e-07,2.3516367505328577e-07
75,3.5046932347046873,0.0012406682459289733,0.0002824445753387023,0.0,0.0,2.9258358089033947e-07,3.2236962842217257e-07,3.507013979434375,0.001294288500502007,0.00011888503930156604,0.0,0.0,2.448874339704446e-07,2.0699245758612443e-07,3.5117970909375,0.0012437985116998606,0.0002383882377468994,0.0,0.0,1.81864206084564e-07,2.4788385536863035e-07
76,3.253212143096875,0.0010282032522259397,0.000281556575578564,0.0,0.0,3.0865477737033585e-07,3.402604951960879e-07,3.2556872378796875,0.0011902135106881906,0.00012927238396986365,0.0,0.0,2.583143272913231e-07,2.1850654440892705e-07,3.2602842362078124,0.0010501046249027422,0.00022703000865646308,0.0,0.0,1.9183717044281636e-07,2.615649549133897e-07
77,3.0149405182734377,0.0008361315439513419,0.00026189631961169845,0.0,0.0,3.259969181902361e-07,3.595720166380426e-07,3.0175486714406246,0.0010602562947901607,0.00015297200718544478,0.0,0.0,2.7280517487497877e-07,2.309385995623465e-07,3.0219894128328124,0.0008751400366764574,0.0002014792781118465,0.0,0.0,2.0258156571455532e-07,2.76307943584997e-07
78,2.7894563918796873,0.0006811012836900045,0.0002309370128937211,0.0,0.0,3.447365345432069e-07,3.8044829233055254e-07,2.792180521125,0.000915476784180064,0.00017237335735358119,0.0,0.0,2.8846816777754454e-07,2.4437839414250204e-07,2.7964704063312498,0.0007455416465441522,0.00018301262069647304,0.0,0.0,2.1417033690996963e-07,2.922182933043366e-07
